Division,Terminal,Terminal.Name,Year,Week,Week.Type,Weekday,Weekday.Name,PCL.Del.Pcs.N_Pct,PCL.Del.Stops.N_Pct,PCL.PU.Pcs.N_Pct,PCL.PU.Stops.N_Pct,Agent.Del.Pcs.N_Pct,Agent.PU.Pcs.N_Pct,Total.Del.Stops.N_Pct,Total.PU.Stops.N_Pct
GREATER TORONTO AREA,201,Terminal Gamma,2026,45,event,6,Friday,20.1009,20.1318,19.816,22.3586,22.0722,21.0235,21.1315,20.9452
GREATER TORONTO AREA,201,Terminal Gamma,2026,45,event,7,Saturday,4.0153,3.6268,3.5917,1.7298,3.0743,3.3215,2.7607,4.1267
GREATER TORONTO AREA,202,Terminal Delta,2026,45,event,1,Sunday,0.408,0.4092,0.3934,0.4317,0.4333,0.4099,0.4213,0.4259
GREATER TORONTO AREA,202,Terminal Delta,2026,45,event,2,Monday,3.0597,3.0687,2.9503,3.2381,3.2495,3.0745,3.1594,3.1942
GREATER TORONTO AREA,202,Terminal Delta,2026,45,event,3,Tuesday,23.9511,23.4499,25.339,24.623,24.1897,24.538,26.1242,23.6924
GREATER TORONTO AREA,202,Terminal Delta,2026,45,event,4,Wednesday,25.1503,24.3536,24.1594,24.1007,24.6851,23.3114,24.341,26.912
GREATER TORONTO AREA,202,Terminal Delta,2026,45,event,5,Thursday,23.4441,25.3338,23.3452,22.8983,23.6918,22.2818,22.9042,22.878
GREATER TORONTO AREA,202,Terminal Delta,2026,45,event,6,Friday,21.8344,20.006,21.0005,22.5182,20.8348,23.3771,21.1595,20.9584
GREATER TORONTO AREA,202,Terminal Delta,2026,45,event,7,Saturday,2.1525,3.3789,2.8123,2.19,2.9157,3.0074,1.8904,1.9392
ATLANTIC,301,Terminal Epsilon,2026,45,event,1,Sunday,0.4224,0.4175,0.4047,0.4136,0.4106,0.3983,0.4162,0.3962
ATLANTIC,301,Terminal Epsilon,2026,45,event,2,Monday,3.1681,3.1311,3.0355,3.102,3.0798,2.9872,3.1217,2.9717
ATLANTIC,301,Terminal Epsilon,2026,45,event,3,Tuesday,25.95,24.6826,25.7645,22.7847,26.0853,23.0535,26.4332,23.7523
ATLANTIC,301,Terminal Epsilon,2026,45,event,4,Wednesday,23.5101,24.4525,25.2193,26.1981,23.2923,25.8154,24.1103,23.9287
ATLANTIC,301,Terminal Epsilon,2026,45,event,5,Thursday,22.2073,23.2889,24.516,23.7906,23.8652,23.8949,22.7807,23.5346
ATLANTIC,301,Terminal Epsilon,2026,45,event,6,Friday,21.335,19.9113,19.4114,21.0642,20.1791,20.9851,20.5939,21.964
ATLANTIC,301,Terminal Epsilon,2026,45,event,7,Saturday,3.4071,4.116,1.6486,2.6468,3.0876,2.8656,2.5439,3.4525
PACIFIC,401,Terminal Zeta,2026,45,event,1,Sunday,0.4204,0.4002,0.4113,0.4121,0.4056,0.3997,0.4059,0.4043
PACIFIC,401,Terminal Zeta,2026,45,event,2,Monday,3.1529,3.0018,3.0844,3.091,3.0421,2.9978,3.0446,3.032
PACIFIC,401,Terminal Zeta,2026,45,event,3,Tuesday,23.4842,24.8865,25.5117,25.332,23.4765,24.0641,23.8113,26.087
PACIFIC,401,Terminal Zeta,2026,45,event,4,Wednesday,27.325,22.2049,23.8854,23.8342,24.966,23.8184,24.3581,22.3727
PACIFIC,401,Terminal Zeta,2026,45,event,5,Thursday,22.3472,24.793,24.8881,21.9013,24.9751,23.7631,23.1822,22.0151
PACIFIC,401,Terminal Zeta,2026,45,event,6,Friday,20.6056,21.7588,20.1904,22.651,19.2923,22.0928,22.3389,22.9474
PACIFIC,401,Terminal Zeta,2026,45,event,7,Saturday,2.6647,2.9548,2.0287,2.7785,3.8424,2.8642,2.859,3.1414
PRAIRIES,501,Terminal Eta,2026,45,event,1,Sunday,0.4056,0.4122,0.4262,0.4112,0.401,0.3891,0.3978,0.4052
PRAIRIES,501,Terminal Eta,2026,45,event,2,Monday,3.0422,3.0912,3.1966,3.0842,3.0071,2.9181,2.9837,3.0391
PRAIRIES,501,Terminal Eta,2026,45,event,3,Tuesday,25.599,23.4938,25.8245,24.7338,24.383,24.2381,24.3598,23.8838
PRAIRIES,501,Terminal Eta,2026,45,event,4,Wednesday,25.4766,25.5037,24.9777,25.1101,25.0543,24.4239,25.5004,23.6343
PRAIRIES,501,Terminal Eta,2026,45,event,5,Thursday,23.2107,25.4865,22.7818,24.5031,21.6539,23.1326,22.5422,22.9821
PRAIRIES,501,Terminal Eta,2026,45,event,6,Friday,19.4126,20.1523,21.0903,20.5319,21.7398,21.361,22.3369,23.1279
PRAIRIES,501,Terminal Eta,2026,45,event,7,Saturday,2.8532,1.8603,1.7029,1.6257,3.7608,3.5372,1.8793,2.9275
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,45,event,1,Sunday,0.4113,0.3996,0.4072,0.4256,0.4089,0.4074,0.4217,0.3993
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,45,event,2,Monday,3.0851,2.9973,3.0539,3.1918,3.0666,3.0555,3.163,2.9949
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,45,event,3,Tuesday,26.5522,25.5012,24.3345,25.0053,22.7328,25.8853,23.3057,25.1884
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,45,event,4,Wednesday,23.0208,24.0285,24.2839,24.4567,24.9281,24.1838,25.8095,25.7763
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,45,event,5,Thursday,22.9763,23.7289,22.5597,23.3898,23.3873,22.596,23.8484,22.0674
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,45,event,6,Friday,20.1158,21.0529,23.1835,21.8416,22.9201,20.2559,20.7081,21.1506
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,45,event,7,Saturday,3.8385,2.2915,2.1773,1.6893,2.5562,3.6161,2.7435,2.4231
QUEBEC,101,Terminal Alpha,2026,46,regular,1,Sunday,0.8079,1.0674,0.8265,0.9039,0.7213,0.7905,0.611,1.1428
QUEBEC,101,Terminal Alpha,2026,46,regular,2,Monday,21.6671,18.3853,22.311,19.8148,18.7445,19.4865,19.3998,22.3933
QUEBEC,101,Terminal Alpha,2026,46,regular,3,Tuesday,20.3672,21.6531,21.3855,20.8739,22.6491,19.3898,19.9289,20.0654
QUEBEC,101,Terminal Alpha,2026,46,regular,4,Wednesday,19.055,21.1976,20.0117,17.2808,18.8573,19.0761,20.692,20.6723
QUEBEC,101,Terminal Alpha,2026,46,regular,5,Thursday,18.4382,19.854,16.125,21.3854,19.739,18.9753,20.1633,17.7097
QUEBEC,101,Terminal Alpha,2026,46,regular,6,Friday,17.5337,16.2374,17.4001,16.166,16.7841,20.1383,17.1191,14.8452
QUEBEC,101,Terminal Alpha,2026,46,regular,7,Saturday,2.1309,1.6052,1.9402,3.5751,2.5047,2.1435,2.086,3.1713
QUEBEC,102,Terminal Beta,2026,46,regular,1,Sunday,0.8566,0.4065,0.9101,0.4513,1.1321,1.1154,1.1148,0.3694
QUEBEC,102,Terminal Beta,2026,46,regular,2,Monday,20.2686,21.0572,20.0759,19.9202,20.5362,18.5098,20.1084,19.5232
QUEBEC,102,Terminal Beta,2026,46,regular,3,Tuesday,20.7597,18.9739,20.1167,20.8753,19.7829,21.3444,20.0644,19.5142
QUEBEC,102,Terminal Beta,2026,46,regular,4,Wednesday,21.9553,19.1608,18.384,17.5552,20.3389,19.6545,18.6138,19.6945
QUEBEC,102,Terminal Beta,2026,46,regular,5,Thursday,17.3954,19.496,18.2996,19.498,18.6253,19.4504,19.9942,20.1862
QUEBEC,102,Terminal Beta,2026,46,regular,6,Friday,15.8584,17.5008,18.7526,19.6419,18.1522,16.5521,18.5717,17.6786
QUEBEC,102,Terminal Beta,2026,46,regular,7,Saturday,2.906,3.4047,3.4611,2.0582,1.4323,3.3733,1.5326,3.034
GREATER TORONTO AREA,201,Terminal Gamma,2026,46,regular,1,Sunday,1.2349,0.4198,0.6636,0.8816,0.5833,0.5126,0.4163,0.9884
GREATER TORONTO AREA,201,Terminal Gamma,2026,46,regular,2,Monday,19.6662,20.2591,20.4575,22.6457,20.2452,19.3648,19.693,23.3549
GREATER TORONTO AREA,201,Terminal Gamma,2026,46,regular,3,Tuesday,21.3939,22.5181,21.4814,18.5815,21.6269,19.5214,19.6835,18.4278
GREATER TORONTO AREA,201,Terminal Gamma,2026,46,regular,4,Wednesday,19.433,19.9413,18.2373,17.848,17.8025,19.8398,21.4074,21.9298
GREATER TORONTO AREA,201,Terminal Gamma,2026,46,regular,5,Thursday,21.2317,17.8328,18.7782,21.0059,18.2578,19.9578,20.6417,17.8303
GREATER TORONTO AREA,201,Terminal Gamma,2026,46,regular,6,Friday,15.0119,15.6244,18.5226,18.0049,18.5721,18.2572,15.9777,15.8351
GREATER TORONTO AREA,201,Terminal Gamma,2026,46,regular,7,Saturday,2.0284,3.4045,1.8593,1.0324,2.9122,2.5465,2.1805,1.6338
GREATER TORONTO AREA,202,Terminal Delta,2026,46,regular,1,Sunday,0.7553,1.0408,0.9705,0.7676,0.5737,0.7152,0.7705,0.6673
GREATER TORONTO AREA,202,Terminal Delta,2026,46,regular,2,Monday,19.6054,21.095,19.0778,18.6226,23.674,22.1109,23.3306,19.9446
GREATER TORONTO AREA,202,Terminal Delta,2026,46,regular,3,Tuesday,20.161,21.9608,22.6089,21.9074,20.4456,22.2939,19.4145,22.6289
GREATER TORONTO AREA,202,Terminal Delta,2026,46,regular,4,Wednesday,18.6723,19.1281,18.5299,16.52,18.3707,18.0815,18.6786,18.729
GREATER TORONTO AREA,202,Terminal Delta,2026,46,regular,5,Thursday,18.4064,19.9927,20.1135,20.3273,19.1513,19.8399,20.6007,17.0196
GREATER TORONTO AREA,202,Terminal Delta,2026,46,regular,6,Friday,19.1605,15.6262,17.6144,19.203,15.8722,14.7038,14.5024,19.3978
GREATER TORONTO AREA,202,Terminal Delta,2026,46,regular,7,Saturday,3.2391,1.1564,1.0849,2.652,1.9125,2.2548,2.7026,1.6127
ATLANTIC,301,Terminal Epsilon,2026,46,regular,1,Sunday,0.983,1.0541,0.6177,0.4515,0.4543,0.9887,1.1605,0.3256
ATLANTIC,301,Terminal Epsilon,2026,46,regular,2,Monday,20.007,20.0165,20.8542,21.673,22.7726,20.5097,22.92,21.205
ATLANTIC,301,Terminal Epsilon,2026,46,regular,3,Tuesday,23.2119,20.9192,19.3912,22.1991,21.2197,20.7346,18.9379,19.8335
ATLANTIC,301,Terminal Epsilon,2026,46,regular,4,Wednesday,19.0216,19.2658,17.4978,20.8389,17.9755,19.5502,18.9562,19.8406
ATLANTIC,301,Terminal Epsilon,2026,46,regular,5,Thursday,18.2468,19.6995,21.5127,17.758,19.0654,17.4515,17.7547,19.1244
ATLANTIC,301,Terminal Epsilon,2026,46,regular,6,Friday,15.3248,17.7144,18.1366,15.2455,17.1314,17.4799,17.5605,16.8655
ATLANTIC,301,Terminal Epsilon,2026,46,regular,7,Saturday,3.2048,1.3305,1.9897,1.834,1.381,3.2853,2.7102,2.8054
PACIFIC,401,Terminal Zeta,2026,46,regular,1,Sunday,1.0041,0.8564,0.7733,1.0525,0.9709,0.6901,1.1723,0.7025
PACIFIC,401,Terminal Zeta,2026,46,regular,2,Monday,18.8697,18.5224,20.2235,20.1047,20.5784,23.6042,20.4373,22.1881
PACIFIC,401,Terminal Zeta,2026,46,regular,3,Tuesday,22.0882,18.2537,18.9233,19.2544,18.3944,19.642,20.22,20.4149
PACIFIC,401,Terminal Zeta,2026,46,regular,4,Wednesday,20.4185,20.1155,20.1922,20.1912,20.0342,18.288,20.2643,18.7236
PACIFIC,401,Terminal Zeta,2026,46,regular,5,Thursday,17.8434,19.936,21.3659,19.0986,20.6359,20.9032,19.3991,20.3763
PACIFIC,401,Terminal Zeta,2026,46,regular,6,Friday,17.3399,19.9926,17.2481,16.9856,15.8554,15.5279,16.1141,15.4416
PACIFIC,401,Terminal Zeta,2026,46,regular,7,Saturday,2.4363,2.3233,1.2736,3.313,3.5308,1.3446,2.3928,2.153
PRAIRIES,501,Terminal Eta,2026,46,regular,1,Sunday,0.3502,0.6659,1.0354,0.3485,0.7988,1.1215,0.9463,0.3871
PRAIRIES,501,Terminal Eta,2026,46,regular,2,Monday,21.5539,19.2546,22.1793,19.9611,19.6888,19.232,19.5417,18.889
PRAIRIES,501,Terminal Eta,2026,46,regular,3,Tuesday,22.3628,20.4016,18.5801,20.1385,21.7648,20.4933,17.5728,19.602
PRAIRIES,501,Terminal Eta,2026,46,regular,4,Wednesday,17.32,21.4757,18.3649,17.0391,19.4688,19.7439,19.9286,18.7333
PRAIRIES,501,Terminal Eta,2026,46,regular,5,Thursday,19.0605,18.7397,20.0139,20.5752,17.3082,19.5505,20.6346,21.332
PRAIRIES,501,Terminal Eta,2026,46,regular,6,Friday,16.0207,17.4646,18.0641,18.9063,19.2889,17.5265,18.6617,18.6336
PRAIRIES,501,Terminal Eta,2026,46,regular,7,Saturday,3.3317,1.9978,1.7622,3.0313,1.6818,2.3324,2.7143,2.423
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,46,regular,1,Sunday,0.4648,1.1227,0.8748,0.5965,0.8097,1.1937,0.4456,0.8941
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,46,regular,2,Monday,20.5607,22.293,21.7043,19.5538,19.4324,20.9058,19.1828,18.5878
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,46,regular,3,Tuesday,18.2758,21.1542,18.5706,22.8176,20.2238,19.9749,19.5099,22.2071
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,46,regular,4,Wednesday,21.4314,16.8668,19.7983,21.1238,17.752,17.7729,19.5642,20.5085
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,46,regular,5,Thursday,18.4629,18.515,18.7769,18.4521,20.4476,19.4637,19.9874,19.8274
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,46,regular,6,Friday,18.6683,17.5494,18.2464,15.6969,17.9952,17.2502,19.7908,15.7033
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,46,regular,7,Saturday,2.1361,2.4989,2.0287,1.7593,3.3392,3.4388,1.5192,2.2719
QUEBEC,101,Terminal Alpha,2026,47,event,1,Sunday,0.4481,0.478,0.4587,0.4526,0.4446,0.4457,0.4724,0.4614
QUEBEC,101,Terminal Alpha,2026,47,event,2,Monday,17.5382,18.5824,19.9333,21.3563,19.8112,20.6681,18.7179,19.6143
QUEBEC,101,Terminal Alpha,2026,47,event,3,Tuesday,21.3968,19.2666,21.369,20.1032,21.1389,21.2622,21.5146,18.9126
QUEBEC,101,Terminal Alpha,2026,47,event,4,Wednesday,20.2955,20.1299,20.5756,20.6078,21.2099,18.9307,20.6106,18.5972
QUEBEC,101,Terminal Alpha,2026,47,event,5,Thursday,18.6048,19.6505,18.9506,17.8274,17.3286,18.2061,19.0134,21.6161
QUEBEC,101,Terminal Alpha,2026,47,event,6,Friday,16.8777,17.4611,14.8977,14.7977,15.0825,17.0133,16.4048,15.4516
QUEBEC,101,Terminal Alpha,2026,47,event,7,Saturday,4.8389,4.4315,3.8151,4.855,4.9845,3.4738,3.2663,5.3469
QUEBEC,102,Terminal Beta,2026,47,event,1,Sunday,0.4517,0.4554,0.4517,0.4625,0.4568,0.4301,0.4627,0.4611
QUEBEC,102,Terminal Beta,2026,47,event,2,Monday,18.8224,20.9362,21.2228,19.9007,19.2755,20.0751,19.9114,17.9985
QUEBEC,102,Terminal Beta,2026,47,event,3,Tuesday,20.0253,19.9699,17.9106,21.2094,19.8687,19.7173,19.2777,21.1788
QUEBEC,102,Terminal Beta,2026,47,event,4,Wednesday,17.3052,18.489,18.7361,19.6312,17.6835,20.5411,19.6539,18.7731
QUEBEC,102,Terminal Beta,2026,47,event,5,Thursday,20.2886,18.4842,18.4003,18.4385,20.5744,19.6486,19.2586,20.3221
QUEBEC,102,Terminal Beta,2026,47,event,6,Friday,17.8447,17.183,17.9469,15.8421,17.1789,16.2927,17.1607,16.7238
QUEBEC,102,Terminal Beta,2026,47,event,7,Saturday,5.262,4.4823,5.3317,4.5156,4.9622,3.2952,4.2749,4.5426
GREATER TORONTO AREA,201,Terminal Gamma,2026,47,event,1,Sunday,0.4541,0.4366,0.4396,0.4717,0.4589,0.4726,0.4593,0.4495
GREATER TORONTO AREA,201,Terminal Gamma,2026,47,event,2,Monday,18.919,20.6527,17.4816,20.2115,18.1018,22.4462,18.9255,18.4498
GREATER TORONTO AREA,201,Terminal Gamma,2026,47,event,3,Tuesday,21.3773,20.1148,19.403,19.4684,20.7004,18.2078,19.3756,20.3465
GREATER TORONTO AREA,201,Terminal Gamma,2026,47,event,4,Wednesday,21.03,19.3497,19.559,18.1838,21.4595,18.2991,19.307,21.4129
GREATER TORONTO AREA,201,Terminal Gamma,2026,47,event,5,Thursday,17.6462,19.8338,20.7958,21.0113,20.978,18.1927,21.5051,19.6743
GREATER TORONTO AREA,201,Terminal Gamma,2026,47,event,6,Friday,16.8069,16.6241,17.5302,15.8374,15.4981,16.7491,17.6082,15.0601
GREATER TORONTO AREA,201,Terminal Gamma,2026,47,event,7,Saturday,3.7664,2.9882,4.7907,4.8159,2.8034,5.6325,2.8193,4.607
GREATER TORONTO AREA,202,Terminal Delta,2026,47,event,1,Sunday,0.4487,0.4468,0.494,0.4631,0.4681,0.4769,0.4543,0.4646
GREATER TORONTO AREA,202,Terminal Delta,2026,47,event,2,Monday,18.2459,20.2113,19.2188,18.148,20.559,19.1364,21.1364,17.7438
GREATER TORONTO AREA,202,Terminal Delta,2026,47,event,3,Tuesday,18.3411,18.1799,19.4081,20.0119,18.7612,18.7227,19.5528,22.2392
GREATER TORONTO AREA,202,Terminal Delta,2026,47,event,4,Wednesday,21.0001,20.6376,18.9814,20.0162,18.0532,19.4742,18.276,18.1081
GREATER TORONTO AREA,202,Terminal Delta,2026,47,event,5,Thursday,20.4443,20.0599,22.2753,21.4021,20.2576,21.3448,19.7975,20.1344
GREATER TORONTO AREA,202,Terminal Delta,2026,47,event,6,Friday,16.7522,16.5594,16.0606,15.1557,16.6204,17.9737,17.611,15.8454
GREATER TORONTO AREA,202,Terminal Delta,2026,47,event,7,Saturday,4.7676,3.905,3.5619,4.803,5.2804,2.8713,3.1719,5.4643
ATLANTIC,301,Terminal Epsilon,2026,47,event,1,Sunday,0.4646,0.4776,0.4613,0.4685,0.4552,0.4442,0.4608,0.482
ATLANTIC,301,Terminal Epsilon,2026,47,event,2,Monday,19.1106,19.0187,21.0042,18.7969,18.908,20.9607,17.5806,20.2654
ATLANTIC,301,Terminal Epsilon,2026,47,event,3,Tuesday,19.5998,19.6929,21.7663,20.2841,18.4258,20.176,22.0672,18.4004
ATLANTIC,301,Terminal Epsilon,2026,47,event,4,Wednesday,22.2568,18.7833,18.3381,19.7708,20.8144,17.9184,20.6182,20.7329
ATLANTIC,301,Terminal Epsilon,2026,47,event,5,Thursday,18.1979,20.7698,18.0,19.9631,20.4505,19.1113,19.6288,19.4857
ATLANTIC,301,Terminal Epsilon,2026,47,event,6,Friday,16.8334,18.101,15.994,17.4583,16.4424,17.5242,16.1321,16.9002
ATLANTIC,301,Terminal Epsilon,2026,47,event,7,Saturday,3.5369,3.1568,4.4361,3.2583,4.5037,3.8653,3.5124,3.7334
PACIFIC,401,Terminal Zeta,2026,47,event,1,Sunday,0.4608,0.4378,0.4416,0.4451,0.4524,0.4446,0.4822,0.4364
PACIFIC,401,Terminal Zeta,2026,47,event,2,Monday,21.4916,20.6182,18.1285,20.0727,19.2506,20.0442,22.7803,19.8593
PACIFIC,401,Terminal Zeta,2026,47,event,3,Tuesday,18.6958,19.675,20.9915,21.0269,21.027,19.2427,18.9698,17.7898
PACIFIC,401,Terminal Zeta,2026,47,event,4,Wednesday,21.7058,18.4788,21.0431,17.2465,19.595,20.6481,18.8248,19.6294
PACIFIC,401,Terminal Zeta,2026,47,event,5,Thursday,17.5338,19.6583,18.3007,21.1689,20.165,19.8484,19.5244,20.8208
PACIFIC,401,Terminal Zeta,2026,47,event,6,Friday,15.8851,16.9267,17.6442,15.8149,16.1277,15.3347,16.1948,16.6544
PACIFIC,401,Terminal Zeta,2026,47,event,7,Saturday,4.227,4.2052,3.4503,4.225,3.3823,4.4373,3.2239,4.8098
PRAIRIES,501,Terminal Eta,2026,47,event,1,Sunday,0.4747,0.4811,0.4656,0.4751,0.4906,0.4661,0.4779,0.4501
PRAIRIES,501,Terminal Eta,2026,47,event,2,Monday,20.0607,20.1115,19.9586,19.2688,19.1732,18.6335,19.1761,20.036
PRAIRIES,501,Terminal Eta,2026,47,event,3,Tuesday,18.8416,20.6307,18.6147,18.9538,18.741,20.2797,20.0894,20.3901
PRAIRIES,501,Terminal Eta,2026,47,event,4,Wednesday,20.2723,19.1397,20.1529,18.9637,18.7658,20.2585,18.9001,17.9726
PRAIRIES,501,Terminal Eta,2026,47,event,5,Thursday,20.4091,19.9231,19.4096,19.4105,19.4008,19.1403,21.1778,19.4412
PRAIRIES,501,Terminal Eta,2026,47,event,6,Friday,15.8137,15.5666,17.8154,18.4102,18.8807,16.5631,16.6993,16.8373
PRAIRIES,501,Terminal Eta,2026,47,event,7,Saturday,4.1279,4.1474,3.5832,4.518,4.5478,4.6588,3.4792,4.8727
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,47,event,1,Sunday,0.4719,0.4474,0.4627,0.4695,0.4468,0.476,0.4396,0.4719
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,47,event,2,Monday,19.9468,21.2392,17.6417,18.556,19.686,19.3485,20.6218,20.2812
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,47,event,3,Tuesday,19.5593,20.5257,19.2959,19.2587,20.0267,18.2485,17.6841,19.1501
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,47,event,4,Wednesday,18.8732,19.2809,20.2744,18.1305,21.2875,19.0951,20.5964,18.5387
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,47,event,5,Thursday,20.1421,20.1927,21.6396,19.9981,17.4138,21.3793,20.4804,19.0832
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,47,event,6,Friday,17.1919,14.6367,16.0648,18.1595,17.1687,15.9695,14.9502,17.8419
SOUTH WESTERN ONTARIO,601,Terminal Theta,2026,47,event,7,Saturday,3.8148,3.6775,4.6209,5.4278,3.9705,5.4832,5.2276,4.6329
QUEBEC,101,Terminal Alpha,2026,48,event,1,Sunday,0.4668,0.4735,0.4816,0.4451,0.4412,0.4556,0.4754,0.4412
QUEBEC,101,Terminal Alpha,2026,48,event,2,Monday,17.8211,19.7219,19.5503,17.1285,19.6205,20.6473,19.1744,20.9249
QUEBEC,101,Terminal Alpha,2026,48,event,3,Tuesday,21.9015,20.1296,18.51,19.945,19.0011,19.8953,18.2274,19.321
QUEBEC,101,Terminal Alpha,2026,48,event,4,Wednesday,19.0692,20.342,21.1043,20.469,19.0946,18.6836,20.8215,17.0245
QUEBEC,101,Terminal Alpha,2026,48,event,5,Thursday,19.1351,18.3512,18.843,20.4753,20.7178,20.8674,18.6777,20.7762
QUEBEC,101,Terminal Alpha,2026,48,event,6,Friday,17.8964,17.3179,17.7647,17.6806,16.5873,16.3925,17.8215,16.3826
QUEBEC,101,Terminal Alpha,2026,48,event,7,Saturday,3.7098,3.6639,3.7461,3.8564,4.5376,3.0584,4.8022,5.1297
QUEBEC,102,Terminal Beta,2026,48,event,1,Sunday,0.4794,0.4636,0.4572,0.4461,0.4525,0.4612,0.4535,0.4561
QUEBEC,102,Terminal Beta,2026,48,event,2,Monday,20.9742,18.0632,20.1079,19.2909,19.5119,20.3384,17.7376,18.8547
QUEBEC,102,Terminal Beta,2026,48,event,3,Tuesday,18.8885,18.3356,19.7561,17.1219,20.7686,21.9485,20.8991,18.0093
QUEBEC,102,Terminal Beta,2026,48,event,4,Wednesday,18.9746,20.3043,18.5032,20.2857,19.7321,18.945,17.5452,20.3164
QUEBEC,102,Terminal Beta,2026,48,event,5,Thursday,18.5153,20.1724,18.9177,20.213,18.5382,17.8045,21.5901,20.9682
QUEBEC,102,Terminal Beta,2026,48,event,6,Friday,17.5477,17.5954,17.7274,17.4024,17.4086,16.3601,18.0687,17.8482
QUEBEC,102,Terminal Beta,2026,48,event,7,Saturday,4.6203,5.0655,4.5305,5.24,3.5881,4.1423,3.7056,3.5471
GREATER TORONTO AREA,201,Terminal Gamma,2026,48,event,1,Sunday,0.4515,0.4656,0.4542,0.4524,0.4488,0.4645,0.469,0.4782
GREATER TORONTO AREA,201,Terminal Gamma,2026,48,event,2,Monday,20.2813,18.0864,17.9374,18.0787,19.5395,20.8469,21.5016,20.9787
GREATER TORONTO AREA,201,Terminal Gamma,2026,48,event,3,Tuesday,19.3469,20.7557,20.4186,21.2974,20.2656,20.3063,21.0532,19.7996
GREATER TORONTO AREA,201,Terminal Gamma,2026,48,event,4,Wednesday,17.2885,19.6165,21.7049,19.5422,20.7032,20.9362,17.9234,19.5292
GREATER TORONTO AREA,201,Terminal Gamma,2026,48,event,5,Thursday,19.7303,20.9877,18.1148,20.5324,17.1549,18.6832,20.5803,18.8637
GREATER TORONTO AREA,201,Terminal Gamma,2026,48,event,6,Friday,17.5048,14.9773,16.8491,16.6788,17.3824,15.246,15.4363,16.8551
GREATER TORONTO AREA,201,Terminal Gamma,2026,48,event,7,Saturday,5.3968,5.1108,4.5209,3.4182,4.5055,3.5169,3.0362,3.4956
GREATER TORONTO AREA,202,Terminal Delta,2026,48,event,1,Sunday,0.4571,0.4503,0.4594,0.4772,0.4623,0.4653,0.4467,0.4468
GREATER TORONTO AREA,202,Terminal Delta,2026,48,event,2,Monday,18.6165,20.3251,19.3638,20.9678,19.1165,21.1292,19.1805,18.4106
GREATER TORONTO AREA,202,Terminal Delta,2026,48,event,3,Tuesday,19.1258,17.965,17.4569,18.3756,19.8982,17.8658,20.6924,17.9253
GREATER TORONTO AREA,202,Terminal Delta,2026,48,event,4,Wednesday,18.8865,19.2034,21.0858,18.3712,20.4844,19.6589,21.3845,20.3905
GREATER TORONTO AREA,202,Terminal Delta,2026,48,event,5,Thursday,21.8194,20.2751,21.5841,22.0275,18.6996,19.1963,19.1504,21.1902
GREATER TORONTO AREA,202,Terminal Delta,2026,48,event,6,Friday,16.2588,17.4846,15.3811,16.8038,17.3818,17.7723,15.7445,17.8366
GREATER TORONTO AREA,202,Terminal Delta,2026,48,event,7,Saturday,4.836,4.2965,4.6689,2.9769,3.9572,3.9123,3.401,3.7999
ATLANTIC,301,Terminal Epsilon,2026,48,event,1,Sunday,0.4468,0.4524,0.4672,0.4464,0.4777,0.4618,0.4622,0.4603
ATLANTIC,301,Terminal Epsilon,2026,48,event,2,Monday,19.5547,20.8384,18.2429,21.1027,20.3743,18.5144,19.0675,17.5608
ATLANTIC,301,Terminal Epsilon,2026,48,event,3,Tuesday,20.6131,21.6485,20.2978,20.7231,20.7118,17.935,21.6729,18.7033
ATLANTIC,301,Terminal Epsilon,2026,48,event,4,Wednesday,21.1442,17.7928,21.7154,18.9889,18.9875,20.2603,19.4632,20.0577
ATLANTIC,301,Terminal Epsilon,2026,48,event,5,Thursday,20.3704,18.3104,18.5194,19.1981,18.2678,20.6466,18.3844,21.7055
ATLANTIC,301,Terminal Epsilon,2026,48,event,6,Friday,14.8426,17.1074,15.8503,15.107,17.7422,16.7941,15.6824,16.1537
ATLANTIC,301,Terminal Epsilon,2026,48,event,7,Saturday,3.0283,3.85,4.9069,4.4339,3.4387,5.3878,5.2673,5.3587
PACIFIC,401,Terminal Zeta,2026,48,event,1,Sunday,0.4637,0.4486,0.4519,0.4498,0.4637,0.4287,0.4597,0.4663
PACIFIC,401,Terminal Zeta,2026,48,event,2,Monday,19.6996,17.5904,18.5637,21.043,18.6547,19.7122,20.7337,17.9279
